lng,lat,url,title,pic,sentiment
-95.13624620000002,36.6602251,https://www.cnn.com/2018/09/23/opinions/presidential-weekly-briefing-united-nations-vinograd/index.html,"At UN, Trump will make one change to his list of bad boys",https://assets.fontsinuse.com/static/use-media-items/28/27012/full-1400x1400/5670256f/cnn-logo-square.png?resolution=0,0.0
-74.3397013,40.5717892,https://edition.cnn.com/2018/09/22/europe/portugal-shipwreck-discovered/index.html,"Centuries-old shipwreck found off Portugal",https://assets.fontsinuse.com/static/use-media-items/28/27012/full-1400x1400/5670256f/cnn-logo-square.png?resolution=0,0.0
-94.211856,36.366138,https://www.cnn.com/videos/cnnmoney/2018/09/22/jane-fonda-hbo-documentary-wxp-vpx.hln,"Jane Fonda opens up in new documentary",https://assets.fontsinuse.com/static/use-media-items/28/27012/full-1400x1400/5670256f/cnn-logo-square.png?resolution=0,0.0
2.3522219,48.856614,https://www.cnn.com/2018/09/23/opinions/presidential-weekly-briefing-united-nations-vinograd/index.html,"At UN, Trump will make one change to his list of bad boys",https://assets.fontsinuse.com/static/use-media-items/28/27012/full-1400x1400/5670256f/cnn-logo-square.png?resolution=0,0.0
-76.302356,36.921433,https://www.cnn.com/2018/09/23/opinions/presidential-weekly-briefing-united-nations-vinograd/index.html,"At UN, Trump will make one change to his list of bad boys",https://assets.fontsinuse.com/static/use-media-items/28/27012/full-1400x1400/5670256f/cnn-logo-square.png?resolution=0,0.0
-97.325974,37.673009,https://www.cnn.com/2018/09/22/opinions/anthony-bourdain-parts-unknown-censor-spicer-joslyn/index.html,"I was Anthony Bourdain's 'censor' at CNN",https://assets.fontsinuse.com/static/use-media-items/28/27012/full-1400x1400/5670256f/cnn-logo-square.png?resolution=0,0.0
-83.1826714,42.3291532,https://www.cnn.com/2018/09/23/politics/kavanaugh-allegation-second-woman/index.html,"White House and Kavanaugh deny allegation made by second woman",https://assets.fontsinuse.com/static/use-media-items/28/27012/full-1400x1400/5670256f/cnn-logo-square.png?resolution=0,0.0
-89.6217805,42.2998554,https://www.cnn.com/2018/09/22/opinions/anthony-bourdain-parts-unknown-censor-spicer-joslyn/index.html,"I was Anthony Bourdain's 'censor' at CNN",https://assets.fontsinuse.com/static/use-media-items/28/27012/full-1400x1400/5670256f/cnn-logo-square.png?resolution=0,0.0
-120.7401385,47.7510741,https://www.cnn.com/2018/09/23/opinions/presidential-weekly-briefing-united-nations-vinograd/index.html,"At UN, Trump will make one change to his list of bad boys",https://assets.fontsinuse.com/static/use-media-items/28/27012/full-1400x1400/5670256f/cnn-logo-square.png?resolution=0,0.0
35.233154,31.952162,https://www.cnn.com/2018/09/23/opinions/presidential-weekly-briefing-united-nations-vinograd/index.html,"At UN, Trump will make one change to his list of bad boys",https://assets.fontsinuse.com/static/use-media-items/28/27012/full-1400x1400/5670256f/cnn-logo-square.png?resolution=0,0.0
115.730847,28.714796,https://edition.cnn.com/2018/09/22/europe/portugal-shipwreck-discovered/index.html,"Centuries-old shipwreck found off Portugal",https://assets.fontsinuse.com/static/use-media-items/28/27012/full-1400x1400/5670256f/cnn-logo-square.png?resolution=0,0.0
